Month,Season,Marketing_Spend,Economic_Index,Competition_Index,Product_Price,Sales_Volume,Returned_Items,Customer_Satisfaction,Region,Revenue,Profit,Is_Profit
1,Winter,48319,0.6631446293533938,0.7571790602290598,107.64509878289837,213,17,10,East,21098.43936144808,-27220.56063855192,0
8,Spring,52851,0.8453842174145709,0.34109216842862894,83.92045852718527,211,16,3,South,16364.48941280113,-36486.51058719887,0
3,Summer,45280,0.610866883106735,0.5570537795575874,144.8226913804146,187,13,8,North,25199.14830019214,-20080.85169980786,0
3,Winter,52172,0.42912323608204206,0.17392681156479534,91.79437128058007,190,6,9,West,16890.16431562673,-35281.83568437327,0
1,Winter,45281,0.6169652889470851,0.3024566638854712,51.49571444254798,220,5,1,West,11071.578605147815,-34209.42139485219,0
11,Winter,44438,0.599698739681616,0.48877199210977296,99.3965666674173,205,15,2,East,18885.347666809288,-25552.652333190712,0
5,Autumn,41027,0.5912891156637611,0.5627309919131804,98.53933040362395,213,16,10,South,19412.24808951392,-21614.75191048608,0
10,Spring,65258,0.6945409899977133,0.48472763869556457,122.23437135048377,186,4,2,East,22246.655585788045,-43011.344414211955,0
7,Spring,53669,0.7378274786335723,0.41492113717809825,105.76252473455409,210,19,4,East,20200.64222429983,-33468.35777570017,0
10,Summer,52094,0.6683585745201083,0.44158731837604437,83.32329633120395,207,5,2,East,16831.305858903197,-35262.6941410968,0
9,Spring,41244,0.5866941915328932,0.7054161464636156,94.27216253006446,211,9,7,East,19042.97683107302,-22201.02316892698,0
12,Spring,47651,0.7125678784369629,0.44239517331797895,106.54839543301975,227,16,9,West,22481.711436367168,-25169.288563632832,0
7,Winter,40127,0.45061703587857593,0.7623862433065292,56.70571499379179,207,6,7,West,11397.84871375215,-28729.15128624785,0
9,Winter,45088,0.5283943879266005,0.61910256103117,126.77243468780901,199,4,6,East,24720.624764122756,-20367.375235877244,0
8,Autumn,37908,0.539537222139827,0.5686306019222346,83.3766022839067,192,8,10,East,15341.294820238834,-22566.705179761164,0
12,Winter,65891,0.5969049352068065,0.3209604634518507,128.34087641895235,217,17,1,South,25668.17528379047,-40222.82471620953,0
2,Winter,42430,0.6506734662486837,0.640285724209944,107.84930282253177,192,10,10,East,19628.573113700782,-22801.426886299218,0
1,Winter,41249,0.5799287051662716,0.4259344133377251,112.5918827278795,209,15,9,West,21842.82524920862,-19406.17475079138,0
7,Winter,36743,0.5093964205497725,0.32083403629914503,122.98846872002545,182,12,5,North,20908.039682404327,-15834.960317595673,0
7,Autumn,42287,0.697485028469613,0.5769265419619066,111.46264105384996,196,4,5,West,21400.827082339194,-20886.172917660806,0
8,Winter,45051,0.5764543277795307,0.291808090915019,113.45772432634902,195,19,6,South,19968.559481437427,-25082.440518562573,0
5,Summer,49505,0.6102128920871034,0.3856637806805627,96.71167119077238,206,4,9,West,19535.75758053602,-29969.24241946398,0
3,Summer,43546,0.6551067745475908,0.4984826132796633,107.44337362944191,207,20,8,North,20091.910868705636,-23454.089131294364,0
12,Summer,33993,0.6038877607922947,0.8327632136172092,88.25004370056514,203,12,8,East,16855.758346807943,-17137.241653192057,0
8,Summer,34854,0.604327169474429,0.39696263663112685,93.13177800824064,218,21,8,North,18346.960267623406,-16507.039732376594,0
6,Winter,56796,0.703047342043583,0.4312675221049137,139.29390095937816,195,5,1,East,26465.841182281853,-30330.158817718147,0
11,Summer,48772,0.6151369474570376,0.6098517581632468,83.83612829899157,205,12,1,East,16180.372761705372,-32591.627238294626,0
3,Winter,56488,0.6862796985790489,0.3142556467435931,103.08634253272561,198,6,8,West,19792.577766283317,-36695.42223371669,0
1,Autumn,57802,0.6544667444318389,0.5664209571531373,102.26938073430952,218,5,5,West,21783.378096407927,-36018.62190359207,0
3,Summer,51510,0.8016887544186916,0.6808890211424882,93.78491056438402,229,15,9,West,20069.97086077818,-31440.02913922182,0
5,Spring,37682,0.640941341786913,0.4539357672933348,110.28801873140876,231,8,2,South,24594.228177104153,-13087.771822895847,0
3,Summer,51895,0.6637973270150773,0.6539231422095299,111.79444185482765,194,13,9,West,20234.793975723805,-31660.206024276195,0
1,Summer,63995,0.7101656713996367,0.5437174884817709,81.48361633704842,180,5,8,South,14259.632858983474,-49735.367141016526,0
5,Winter,45525,0.606361775995017,0.3903977054294329,102.02713423093103,205,9,9,West,19997.318309262482,-25527.681690737518,0
10,Summer,53406,0.5362146903270559,0.47032929711552407,78.35265322455285,174,14,4,East,12536.424515928456,-40869.575484071545,0
7,Spring,49862,0.5525854418876543,0.4430363990029637,115.77097236634602,211,11,1,South,23154.194473269203,-26707.805526730797,0
7,Winter,63723,0.5535493074497512,0.48685426132752835,103.5297462072525,196,13,1,North,18945.943555927206,-44777.05644407279,0
11,Winter,43222,0.5049669031803281,0.5229076848829742,101.64659773434174,198,14,5,South,18702.97398311888,-24519.02601688112,0
9,Autumn,61535,0.6317805169201883,0.5882299902457786,113.18062697744806,171,14,2,South,17769.358435459344,-43765.64156454065,0
10,Autumn,46249,0.5370483451950916,0.5763002374380704,94.48979419063198,198,9,8,North,17858.571102029444,-28390.428897970556,0
10,Summer,43058,0.6194852821201847,0.13524296431067778,118.2804391843641,208,15,10,South,22828.124762582273,-20229.875237417727,0
12,Autumn,51098,0.5841325556289364,0.485403771684196,81.03110254487729,219,21,5,East,16044.158303885702,-35053.841696114294,0
3,Autumn,53424,0.5958378506707485,0.2735867129889856,128.23753037789055,216,16,5,West,25647.50607557811,-27776.49392442189,0
7,Autumn,69115,0.6556056647828856,0.4586409121299011,88.98177634890293,175,10,2,North,14681.993097568982,-54433.00690243102,0
1,Winter,53195,0.5458100875611452,0.481431561828362,66.07641864608824,178,12,7,West,10968.68549525065,-42226.31450474935,0
4,Winter,51932,0.6638891045936773,0.6464222537127063,93.42930183074536,209,16,8,East,18031.855253333855,-33900.14474666615,0
4,Winter,65961,0.7567307866638953,0.49548267993498507,91.16063605491581,188,12,10,North,16044.271945665183,-49916.72805433482,0
5,Autumn,56010,0.6343109082951759,0.538882702751489,93.27852027699927,205,4,1,West,18748.982575676855,-37261.017424323145,0
7,Winter,43557,0.5217904314727531,0.6189584570986144,104.63296030967966,208,7,2,West,21031.225022245613,-22525.774977754387,0
7,Autumn,63559,0.5384981988660204,0.684162838972895,121.95684721776544,200,16,10,East,22440.05988806884,-41118.94011193116,0
11,Winter,42603,0.5751737099214884,0.4815479114964634,96.16588172205726,208,8,4,West,19233.17634441145,-23369.82365558855,0
4,Winter,43507,0.5405109702930434,0.5141269162520613,86.16764860362198,181,14,5,East,14389.997316804871,-29117.00268319513,0
7,Spring,41514,0.500881969038995,0.5015034953363381,77.46906375432405,187,9,2,South,13789.493348269682,-27724.50665173032,0
11,Summer,40637,0.6154407276961692,0.4186101553353386,90.63634417381911,204,12,1,East,17402.17808137327,-23234.82191862673,0
3,Autumn,53331,0.5778802668274201,0.38463271648364156,62.24350321499295,229,5,9,South,13942.544720158421,-39388.45527984158,0
6,Spring,47420,0.6189720883558057,0.1592171125361097,85.49733812967278,181,6,1,North,14962.034172692736,-32457.965827307264,0
12,Winter,15218,0.7186387412215288,0.3385008598213506,124.88107791724373,197,19,4,West,22228.831869269383,7010.831869269383,1
2,Autumn,47317,0.576364716607564,0.2332053750185295,83.53281590843154,207,18,2,East,15787.702206693562,-31529.29779330644,0
10,Winter,44820,0.4814579995319689,0.6882797726679878,112.57431721600611,192,13,4,East,20150.802781665094,-24669.197218334906,0
9,Summer,58928,0.5601107507746449,0.5282624012446142,75.4703582038302,213,12,8,West,15169.541998969871,-43758.45800103013,0
5,Spring,44367,0.6770425217116642,0.48110915405797494,135.4219179862111,184,13,8,West,23157.1479756421,-21209.8520243579,0
6,Summer,75392,0.6676770270716955,0.39237722208783776,136.7521346612942,175,12,9,North,22290.597949790958,-53101.40205020904,0
12,Spring,63967,0.6518639647613567,0.5044668894851936,111.82043113119752,184,12,5,North,19233.114154565974,-44733.88584543402,0
12,Winter,46100,0.5375293276837896,0.3728030183516999,139.82505203287042,187,4,7,East,25587.984522015286,-20512.015477984714,0
12,Summer,61496,0.6751902618032698,0.5261027834930906,107.11585949855325,187,13,3,North,18638.159552748264,-42857.840447251736,0
12,Summer,55252,0.6976899078037065,0.536860097438203,115.37034228299112,215,17,10,South,22843.32777203224,-32408.67222796776,0
4,Winter,52334,0.5304578370110024,0.3707924446464884,125.2386775346307,194,19,4,North,21916.768568560372,-30417.231431439628,0
11,Summer,58026,0.5958429902457475,0.3679307052766391,103.59436906196899,221,4,10,North,22479.97808644727,-35546.02191355273,0
10,Autumn,50540,0.8020401963682112,0.6443299031892676,68.95245076829877,190,14,9,East,12135.631335220583,-38404.36866477942,0
7,Spring,52403,0.5260125723536613,0.49207100685630495,115.77926710468796,215,14,10,South,23271.63268804228,-29131.36731195772,0
12,Spring,58233,0.4294913330756275,0.3828469356102664,90.56280811133072,205,11,10,North,17569.18477359816,-40663.81522640184,0
9,Spring,70524,0.7382904434464799,0.44442405474657215,92.0494035808908,199,6,1,South,17765.534891111925,-52758.46510888808,0
7,Autumn,52511,0.713660477170456,0.3484108869940089,105.9578983295738,192,10,2,South,19284.337495982432,-33226.66250401757,0
1,Spring,45462,0.5543032676422575,0.48992246290071245,111.3256175943474,219,10,5,South,23267.054077218607,-22194.945922781393,0
1,Winter,29707,0.5887008218131913,0.6247442461496703,103.00269268012435,209,9,3,West,20600.53853602487,-9106.46146397513,0
9,Summer,69613,0.47750649498110476,0.4958493998608608,112.71459072314617,194,15,2,West,20175.911739443163,-49437.08826055683,0
11,Autumn,47367,0.6088952272609702,0.8545450165513077,85.86285731879607,194,14,1,West,15455.314317383294,-31911.685682616706,0
9,Spring,55348,0.71659137153714,0.5632039352073502,99.14592410553433,186,12,10,West,17251.390794362975,-38096.609205637025,0
4,Winter,69059,0.5457395158241721,0.5344931671763319,116.98170900901741,181,17,3,East,19185.000277478855,-49873.99972252114,0
9,Summer,52276,0.6877101978786293,0.36375468035512915,135.45582352873433,199,9,1,North,25736.606470459523,-26539.393529540477,0
3,Summer,48053,0.6463723857390432,0.4642199829736,142.52871177946417,202,7,1,West,27793.098796995513,-20259.901203004487,0
7,Autumn,64196,0.657781689088114,0.3831479235449462,108.65953365455462,207,15,1,East,20862.63046167449,-43333.36953832551,0
6,Autumn,54607,0.5515690819413631,0.17515321573938147,116.80019653491215,213,7,8,North,24060.8404861919,-30546.1595138081,0
8,Autumn,55861,0.5645375817066506,0.6461393333193212,139.63158329630383,208,9,3,West,27786.685075964462,-28074.314924035538,0
11,Winter,34768,0.4153227565528598,0.42328241666746536,86.5832792653301,200,7,1,North,16710.57289820871,-18057.42710179129,0
9,Winter,62059,0.5433330587489894,0.3859399888500041,112.59399705425167,220,5,7,West,24207.70936666411,-37851.29063333589,0
5,Autumn,53755,0.7163485458031259,0.5315855050937697,115.36685898972293,200,17,10,East,21112.135195119296,-32642.864804880704,0
1,Spring,36284,0.5070667805897726,0.5768749328332275,128.95722872153488,200,8,3,South,24759.787914534696,-11524.212085465304,0
3,Summer,54850,0.5219698346143095,0.4518837750640582,77.25717238927555,196,11,8,South,14292.576892015977,-40557.423107984025,0
10,Summer,29374,0.6640189823707123,0.49960974985864726,81.21188432398966,227,5,4,North,18029.038319925705,-11344.961680074295,0
12,Winter,73419,0.6402768291993093,0.6119281110971605,100.42764422209412,190,14,4,East,17675.265383088565,-55743.73461691143,0
8,Summer,38981,0.6689863249796301,0.44597096080850784,107.5545532464327,217,10,5,South,22263.79252201157,-16717.20747798843,0
11,Spring,66117,0.4836779459909596,0.5453500612645001,122.45727907467615,217,17,6,West,24491.45581493523,-41625.54418506477,0
6,Summer,41870,0.8564057949300345,0.2511133072416275,110.35087551624542,196,10,7,South,20525.262846021647,-21344.737153978353,0
8,Winter,55602,0.47842466258327493,0.3138021502358377,96.97173539779432,204,7,4,North,19103.43187336548,-36498.56812663452,0
9,Winter,40878,0.6154247313734068,0.5908309667120606,108.32922889512281,202,12,8,North,20582.553490073333,-20295.446509926667,0
4,Spring,59971,0.5841344504131414,0.30596620412490527,106.02088952548903,213,6,6,East,21946.32413177623,-38024.67586822377,0
1,Spring,47646,0.48133584826349524,0.5351206320669945,134.90032859975577,228,12,1,North,29138.470977547244,-18507.529022452756,0
1,Summer,54677,0.562979057718675,0.4779501826704391,103.31317887137065,193,8,1,South,19112.93809120357,-35564.06190879643,0
10,Summer,50150,0.602330760088587,0.4453299106219657,92.33833172894873,203,18,9,South,17082.591369855516,-33067.408630144484,0
4,Winter,36343,0.5350026788136529,0.37573058465484077,108.99218060143659,189,4,10,South,20163.55341126577,-16179.44658873423,0
12,Spring,55041,0.6937223621534849,0.6364010027158064,103.96970638677064,201,15,6,South,19338.36538793934,-35702.63461206066,0
7,Spring,44967,0.5838374254537528,0.7594836731779753,68.58013288650656,211,7,10,East,13990.347108847338,-30976.652891152662,0
2,Spring,60453,0.4658725328981713,0.5450288243900292,99.68695876755662,204,9,8,West,19438.956959673542,-41014.04304032646,0
3,Summer,47641,0.4573874467330703,0.5483736073509226,97.9852350918799,195,10,7,West,18127.26849199778,-29513.73150800222,0
1,Spring,49232,0.6606165090611456,0.39765040552137587,89.12256268441368,190,17,6,East,15418.203344403566,-33813.79665559644,0
5,Winter,66829,0.45132292172996635,0.320585415226343,120.71166575245945,186,7,4,North,21607.388169690243,-45221.61183030976,0
1,Winter,73816,0.6316426073049084,0.4940391642790738,84.28640806776008,230,6,7,West,18880.15540717826,-54935.84459282174,0
8,Summer,57860,0.6444655185666959,0.3539375528062886,109.11237239049078,225,10,9,North,23459.160063955518,-34400.83993604448,0
1,Autumn,47128,0.5004644636075983,0.23410848075262675,97.04286000312538,204,5,10,West,19311.52914062195,-27816.47085937805,0
11,Summer,46253,0.689073808377489,0.6205168718548373,102.15390011293564,212,6,10,North,21043.703423264742,-25209.296576735258,0
1,Autumn,41813,0.4282206376238368,0.6278250182377749,108.23572582091734,205,13,7,East,20781.25935761613,-21031.74064238387,0
2,Spring,43747,0.6296458933998559,0.37117418405703584,73.84851232217997,200,4,1,South,14474.308415147274,-29272.691584852728,0
